Produkt - Produkt,Kassationsårsag (ui),Stk. tøj per kassationsdato,Dage i cirkulation,Total antal vask,Unik Kode (ui),Måned,Vask per måned,Kategori
01589 T-shirt unisex mblå k/æ,"Kass. af RETUR,MINIMU,afmeld",1,2586,24,00D009AF81AB,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.2825058004640371,T-shirt
12143 Pull on let buks opsmøg mblå,Alm.slid uden restværdi,1,2586,114,00D00A1F173A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3419025522041763,Bukser
05257 T-Shirt Pro Sort K/Æ,Bortkommet med restværdi,1,2584,54,00D009C29E8A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.6361300309597523,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Misligholdt med restværdi,1,2584,100,00D007BFF918,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1780185758513932,T-shirt
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2583,97,00D00972C6CB,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1431204026325978,T-shirt
09182 Overall Kblå Hygiejne,"Kass. af RETUR,MINIMU,afmeld",1,2583,9,00D00A276F81,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.10606271777003484,Overall
03982 Jakke hyg kina 2 indv lom,BTS fejl uden restværdi,1,2582,27,30155C97D461A7C00031BB1B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.3183113865220759,Jakke
12143 Pull on let buks opsmøg mblå,BTS fejl uden restværdi,1,2582,55,00D00A1D979B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.6484120836560806,Bukser
09385 T-Shirt Hvid B/P M Arla Tryk,Misligholdt med restværdi,1,2581,101,00D0095118F8,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1911817125145294,T-shirt
08227 T-Shirt Marine Lady K/Æ P/B,BTS fejl uden restværdi,1,2578,11,00D009C29966,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.12988363072148953,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2577,98,00D0095A5A22,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1575941016686069,T-shirt
11337 Bukser overtræk sort,Alm.slid uden restværdi,1,2577,7,00D00887F41A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.08268529297632907,Bukser
11977 Benkl smøg op uni mlå pb,BTS fejl uden restværdi,1,2577,97,00D00A1E274A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1457819169577028,Bukser
22422 Unisex Kittel Hvid,Alm.slid uden restværdi,1,2577,238,30155C97D461A7C0000A20A5,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",2.8112999611951883,Kittel
08940 Jakke P/B Vask,BTS fejl uden restværdi,1,2576,1,000098485618,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.011816770186335403,Jakke
22406 Jakke HK Scan navy/rød,Alm.slid uden restværdi,1,2576,130,00D00A464F96,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5361801242236024,Jakke
03982 Jakke hyg kina 2 indv lom,BTS fejl uden restværdi,1,2575,20,00D00A0327DF,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.23642718446601943,Jakke
11977 Benkl smøg op uni mlå pb,Alm.slid uden restværdi,1,2573,94,00D009E3EA95,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.112071511853867,Bukser
22409 Benkl m/lom HK Scan hvid,Alm.slid uden restværdi,1,2573,162,00D00A38952D,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.916548775748154,Bukser
11493 Sweatshirt Prowear koksg pb,BTS fejl uden restværdi,1,2572,1,000098483273,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.011835147744945568,Langærmet
04231 Benkl m knæ kblå p/b ICON1,Misligholdt med restværdi,1,2571,86,00D00A088A92,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.0182185919875535,Bukser
08260 Kit H Kina 2Indv Trykkn Hvid,Alm.slid uden restværdi,1,2571,73,00D009D7349D,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.8643018280824581,Kittel
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2570,55,00D009705B4F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.6514396887159534,T-shirt
08227 T-Shirt Marine Lady K/Æ P/B,BTS fejl uden restværdi,1,2570,17,00D009C24336,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.20135408560311285,T-shirt
08227 T-Shirt Marine Lady K/Æ P/B,BTS fejl uden restværdi,1,2570,10,00D009C25BEB,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.11844357976653697,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2570,103,00D009415229,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.219968871595331,T-shirt
00215 Termojakke Hvid,Misligholdt med restværdi,1,2569,96,30155C97D461A7C00031C69B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1375009731413002,Jakke
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2567,110,00D0095B3C63,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3044020257109468,T-shirt
14152 Benkl m/lom hvid low risk,BTS fejl uden restværdi,1,2567,47,00D00A28EE95,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.5573354109855864,Bukser
14152 Benkl m/lom hvid low risk,BTS fejl uden restværdi,1,2567,59,00D00A28F61C,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.6996338137904169,Bukser
14152 Benkl m/lom hvid low risk,BTS fejl uden restværdi,1,2567,29,30155C97D461A7C0002069F6,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.3438878067783405,Bukser
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2565,102,00D00952CB7F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.210479532163743,T-shirt
12607 Sweatshirt Prowear sort pb,"Kass. af RETUR,MINIMU,afmeld",1,2565,4,30155C97D461A7C00032082B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.04746978557504873,Langærmet
14152 Benkl m/lom hvid low risk,Alm.slid uden restværdi,1,2564,171,30155C97D461A7C0001377FC,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",2.0301248049922,Bukser
03982 Jakke hyg kina 2 indv lom,BTS fejl uden restværdi,1,2563,76,00D009733BC5,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.9026297307842372,Jakke
13819 Skjorte funktion dame Sky,Alm.slid uden restværdi,1,2563,89,00D009783745,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.0570269215762778,Skjorte
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2561,78,00D007BF348A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.9271065989847717,T-shirt
13976 T-shirt l.ærme m Arla logo,BTS fejl uden restværdi,1,2561,80,30155C97D461A7C00031BEB6,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.9508785630613041,T-shirt
13976 T-shirt l.ærme m Arla logo,BTS fejl uden restværdi,1,2561,60,30155C97D461A7C00031BEF2,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.7131589222959782,T-shirt
13976 T-shirt l.ærme m Arla logo,BTS fejl uden restværdi,1,2561,94,30155C97D461A7C00031BF09,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1172823115970325,T-shirt
13976 T-shirt l.ærme m Arla logo,BTS fejl uden restværdi,1,2561,61,30155C97D461A7C00031BF62,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.7250449043342445,T-shirt
13976 T-shirt l.ærme m Arla logo,BTS fejl uden restværdi,1,2561,73,30155C97D461A7C00031BF67,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.8676766887934401,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Misligholdt med restværdi,1,2560,93,00D007BE54AA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1058281250000002,T-shirt
08918 Sweat-Shirt Vask,BTS fejl uden restværdi,1,2559,3,000098484720,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.035685814771395076,Langærmet
22422 Unisex Kittel Hvid,Alm.slid uden restværdi,1,2558,259,30155C97D461A7C00031B997,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",3.082079749804535,Kittel
01577 Benkl Da M/Opsmøg Mblå,Bortkommet med restværdi,1,2557,27,30155C97D461A7C0002750B9,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.3214235432147048,Bukser
06742 Busseron uni v/h koksgrå p/b,Alm.slid uden restværdi,1,2556,80,00D009C13E4C,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.9527386541471049,Busseron
"07854 T-Shirt L/Æ, Navy P/B","Kass. af RETUR,MINIMU,afmeld",1,2556,14,30155C97D461A7C0002EA8CE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.16672926447574335,T-shirt
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2555,75,00D009706309,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.8935420743639921,T-shirt
22422 Unisex Kittel Hvid,Alm.slid uden restværdi,1,2555,159,30155C97D461A7C0002EB626,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.8943091976516635,Kittel
22422 Unisex Kittel Hvid,Alm.slid uden restværdi,1,2555,220,30155C97D461A7C00031B8ED,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",2.6210567514677106,Kittel
02823 Overall En471 Orange/Mblå,Misligholdt med restværdi,1,2554,25,30155C97D461A7C0005C67B6,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.29796397807361,Overall
03982 Jakke hyg kina 2 indv lom,BTS fejl uden restværdi,1,2553,37,00D009754511,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.4411594202898551,Jakke
14152 Benkl m/lom hvid low risk,BTS fejl uden restværdi,1,2553,49,00D00A39DCEE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.5842381511946729,Bukser
14152 Benkl m/lom hvid low risk,BTS fejl uden restværdi,1,2553,44,00D00A3A6B2F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.5246220133176656,Bukser
09385 T-Shirt Hvid B/P M Arla Tryk,Misligholdt med restværdi,1,2552,67,00D0099881BE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.7991692789968653,T-shirt
14152 Benkl m/lom hvid low risk,BTS fejl uden restværdi,1,2552,35,30155C97D461A7C000137691,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.4174764890282132,Bukser
22404 Overall HK Scan navy/rød,Alm.slid uden restværdi,1,2552,17,00D00A58B044,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.2027742946708464,Overall
22409 Benkl m/lom HK Scan hvid,Alm.slid uden restværdi,1,2552,158,00D00A37535A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.8846081504702195,Bukser
12143 Pull on let buks opsmøg mblå,Alm.slid uden restværdi,1,2550,64,00D00A060257,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.7639843137254902,Bukser
13819 Skjorte funktion dame Sky,Alm.slid uden restværdi,1,2550,105,00D0099AFFA5,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2534117647058824,Skjorte
01011 Undertrøje Hvid K/Æ P/B 743,BTS fejl uden restværdi,1,2549,4,00D00951EF43,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.04776775205963123,undertrøje
11977 Benkl smøg op uni mlå pb,BTS fejl uden restværdi,1,2549,50,00D009C188AD,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.5970969007453905,Bukser
01083 T-Shirt unisex hvid k/æ P/B,Misligholdt med restværdi,1,2548,38,00D00950C304,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.45397174254317113,T-shirt
07963 Busseron 1/Indv L/Æ Hvid Pb,Misligholdt med restværdi,1,2548,93,00D00A2D2CF7,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1110361067503927,Busseron
03982 Jakke hyg kina 2 indv lom,BTS fejl uden restværdi,1,2547,48,00D00A032BE6,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.5736631330977621,Jakke
22422 Unisex Kittel Hvid,Alm.slid uden restværdi,1,2542,255,30155C97D461A7C00031BA29,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",3.053579858379229,Kittel
14152 Benkl m/lom hvid low risk,BTS fejl uden restværdi,1,2538,51,00D00A230E5C,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.611678486997636,Bukser
13820 Halvbusseronne dame Sky,Alm.slid uden restværdi,1,2536,88,00D009780FE2,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.0562776025236593,Busseron
12338 Benklæder gravid sort P/B,Misligholdt med restværdi,1,2535,50,30155C97D461A7C00059A9DB,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.6003944773175542,Bukser
00221 Termovest Hvid,Alm.slid uden restværdi,1,2533,78,00D007433253,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.9373549151204106,Jakke
11977 Benkl smøg op uni mlå pb,"Kass. af RETUR,MINIMU,afmeld",1,2532,65,00D009782D74,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.7814375987361769,Bukser
14152 Benkl m/lom hvid low risk,Misligeholdt pga blæk,1,2532,96,30155C97D461A7C000137749,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1541232227488154,Bukser
12434 Polo T-shirt lilla Dame P/B,Misligholdt med restværdi,1,2531,77,00D00996769B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.9260687475306204,Polo
13694 Jakke quiltet m refleks sort,BTS fejl uden restværdi,1,2528,8,00D0098024AE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.09632911392405064,Jakke
09813 T-Shirt Vask,BTS fejl uden restværdi,1,2526,1,000098489763,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.012050673000791766,T-shirt
01083 T-Shirt unisex hvid k/æ P/B,Alm.slid uden restværdi,1,2525,100,00D00972FE4A,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2055445544554455,T-shirt
08227 T-Shirt Marine Lady K/Æ P/B,BTS fejl uden restværdi,1,2525,18,00D00998625F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.21699801980198022,T-shirt
11977 Benkl smøg op uni mlå pb,BTS fejl uden restværdi,1,2524,30,00D009786291,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.3618066561014263,Bukser
08954 Skjorte navy m/rød FlameQ,Misligholdt med restværdi,1,2522,3,00D00A0DE5D7,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.03620935765265662,Skjorte
03982 Jakke hyg kina 2 indv lom,BTS fejl uden restværdi,1,2520,69,00D00A35722B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.8334761904761905,Jakke
06831 Kit H Kina 3Udvl Hvid Pb,Misligholdt med restværdi,1,2519,22,00D0097549DD,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.2658515283842795,Kittel
13819 Skjorte funktion dame Sky,Bortkommet med restværdi,1,2519,94,00D009AE41B9,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1359110758237396,Skjorte
03982 Jakke hyg kina 2 indv lom,BTS fejl uden restværdi,1,2518,68,00D00A35733B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.8220492454328833,Jakke
13818 Busseronne uni Sky,Alm.slid uden restværdi,1,2517,61,00D0097858B7,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.7377195073500199,Busseron
10989 Poloshirt Sort Prowear,"Kass. af RETUR,MINIMU,afmeld",1,2514,45,30155C97D461A7C000321814,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.5448687350835323,Polo
12344 Forklæde kort sort P/B,Alm.slid uden restværdi,1,2514,6,00D009F150FB,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.0726491646778043,Forklæde
12143 Pull on let buks opsmøg mblå,BTS fejl uden restværdi,1,2513,73,30155C97D461A7C00026B1DC,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.88424990051731,Bukser
14152 Benkl m/lom hvid low risk,BTS fejl uden restværdi,1,2513,35,30155C97D461A7C00013170F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.42395543175487466,Bukser
00221 Termovest Hvid,BTS fejl uden restværdi,1,2512,45,00D00747EF18,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.5453025477707006,Jakke
09739 Overall P/B Vask,BTS fejl uden restværdi,1,2512,1,000098491558,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.012117834394904459,Overall
14152 Benkl m/lom hvid low risk,BTS fejl uden restværdi,1,2510,36,00D00A28B81E,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.436589641434263,Bukser
06831 Kit H Kina 3Udvl Hvid Pb,Alm.slid uden restværdi,1,2509,47,00D009748A1E,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.5702192108409726,Kittel
11977 Benkl smøg op uni mlå pb,BTS fejl uden restværdi,1,2507,18,00D00989F793,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.21855604307937776,Bukser
11977 Benkl smøg op uni mlå pb,BTS fejl uden restværdi,1,2507,13,00D0098A09DA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.15784603111288395,Bukser
11977 Benkl smøg op uni mlå pb,BTS fejl uden restværdi,1,2507,15,00D0098A0D35,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.18213003589948146,Bukser
00215 Termojakke Hvid,Misligholdt med restværdi,1,2505,91,30155C97D461A7C0002EB10C,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.105804391217565,Jakke
01589 T-shirt unisex mblå k/æ,Alm.slid uden restværdi,1,2502,119,00D009AC8D9F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4477857713828937,T-shirt
00215 Termojakke Hvid,Alm.slid uden restværdi,1,2501,102,30155C97D461A7C0002EB128,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.241455417832867,Jakke
09385 T-Shirt Hvid B/P M Arla Tryk,Misligholdt med restværdi,1,2501,111,00D009174DCA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3509956017592963,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Misligholdt med restværdi,1,2501,109,00D009997944,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3266533386645343,T-shirt
06831 Kit H Kina 3Udvl Hvid Pb,Misligholdt med restværdi,1,2500,20,00D0097490EB,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.24352000000000001,Kittel
09610 T-Shirt Lady Lysblå Bom,Alm.slid uden restværdi,1,2499,12,00D009825389,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.14617046818727492,T-shirt
13819 Skjorte funktion dame Sky,BTS fejl uden restværdi,1,2499,96,00D009C2BD1B,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.1693637454981993,Skjorte
09739 Overall P/B Vask,BTS fejl uden restværdi,1,2498,2,000098492866,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.024371497197758205,Overall
08227 T-Shirt Marine Lady K/Æ P/B,BTS fejl uden restværdi,1,2495,39,00D0097830B1,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.4758156312625251,T-shirt
01083 T-Shirt unisex hvid k/æ P/B,Misligholdt med restværdi,1,2492,56,00D00971DF22,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.6840449438202247,T-shirt
03982 Jakke hyg kina 2 indv lom,BTS fejl uden restværdi,1,2492,29,00D00A231341,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.3542375601926164,Jakke
09385 T-Shirt Hvid B/P M Arla Tryk,Misligeholdt pga blæk,1,2492,65,00D009529867,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.7939807383627608,T-shirt
08949 Benklæde flam FlameQ Mblå/rød,Misligholdt med restværdi,1,2491,8,00D0092F39B7,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.09775993576876757,Bukser
00221 Termovest Hvid,Misligholdt med restværdi,1,2490,62,00D00748A239,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.7579437751004017,Jakke
03211 Bager Forkl.Hvid p/b 46X69CC,Misligholdt med restværdi,1,2489,139,30155C97D461A7C000495746,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.6999437525110486,Forklæde
09385 T-Shirt Hvid B/P M Arla Tryk,Misligholdt med restværdi,1,2487,102,00D009989A18,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.248443908323281,T-shirt
11070 Benkl grå/sort m knæ p/b ICON,Misligeholdt pga blæk,1,2486,4,00D00A5D11B7,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.04897827835880933,Bukser
11070 Benkl grå/sort m knæ p/b ICON,Misligholdt med restværdi,1,2486,33,00D00A5CD3A1,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.404070796460177,Bukser
11070 Benkl grå/sort m knæ p/b ICON,Misligholdt med restværdi,1,2486,27,00D00A5CE049,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.330603378921963,Bukser
11070 Benkl grå/sort m knæ p/b ICON,Misligholdt med restværdi,1,2486,24,00D00A5CEAA6,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.293869670152856,Bukser
12143 Pull on let buks opsmøg mblå,Alm.slid uden restværdi,1,2485,87,30155C97D461A7C00026C1E9,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.0657062374245474,Bukser
01589 T-shirt unisex mblå k/æ,Misligholdt med restværdi,1,2484,75,00D0094243D6,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.9190821256038647,T-shirt
03982 Jakke hyg kina 2 indv lom,BTS fejl uden restværdi,1,2483,23,00D00A02F9DE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",0.2819653644784535,Jakke
10690 Kit Best Practice k/æ hv pb,Alm.slid uden restværdi,1,2483,110,00D00A429B0D,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3485300040273864,Kittel
