Produkt - Produkt,Kassationsårsag (ui),Stk. tøj per kassationsdato,Dage i cirkulation,Total antal vask,Unik Kode (ui),Kategori
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,13,00D0092C96E6,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,20,00D00976DC62,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,8,00D00976DF01,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,26,00D00976E41B,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,15,00D00976E431,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,9,00D00976EA90,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,12,00D00976F87F,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,25,00D00976FAEC,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,11,00D009770646,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,7,00D0097709EA,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,16,00D009770BC8,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,15,00D0097725D0,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,22,00D009772665,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,9,00D009772BAF,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,19,00D009772BC3,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,21,00D00977ACD0,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,15,00D00977E1FF,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,3,00D00977E566,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,21,00D00977F52E,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,6,00D009781C5E,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,24,00D009781D65,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,12,00D0097824AA,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,10,00D009782F14,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,26,00D009782FB1,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,10,00D009783347,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,27,00D0097834F1,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,12,00D009784279,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,22,00D009ADF67B,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,12,00D009AE397A,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,2,00D009AE4E99,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,26,00D009AED0B9,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,19,00D009AEE334,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,6,00D009AEE89D,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,21,30155C97D461A7C0012BE33F,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,9,30155C97D461A7C0012BE34A,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,15,30155C97D461A7C0012BE395,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,10,30155C97D461A7C0012BE3B1,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,10,30155C97D461A7C0012BE3BA,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,42,30155C97D461A7C0012BE3CE,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,24,30155C97D461A7C0012BE3E5,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,8,30155C97D461A7C0012BE406,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,9,30155C97D461A7C0012BE421,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,27,30155C97D461A7C0012BE449,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,9,30155C97D461A7C0012BE45A,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,33,30155C97D461A7C0012BE484,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,15,30155C97D461A7C0012BE493,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,20,30155C97D461A7C0012BE4BA,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,26,30155C97D461A7C0012BE4BB,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,10,30155C97D461A7C0012BE519,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,12,30155C97D461A7C0012BF4CB,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,27,30155C97D461A7C0012BF529,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,13,30155C97D461A7C0012BF543,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,31,30155C97D461A7C0012BF549,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,18,30155C97D461A7C0012BF560,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,22,30155C97D461A7C0012BF587,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,14,30155C97D461A7C0012BF593,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,14,30155C97D461A7C0012BF5A9,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,19,30155C97D461A7C0012BF5B5,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,21,30155C97D461A7C0012BF5E3,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,33,30155C97D461A7C0012BF5E9,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,31,30155C97D461A7C0012BF603,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,11,30155C97D461A7C0012BF612,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,29,30155C97D461A7C0012BF634,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,31,30155C97D461A7C0012BF637,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,33,30155C97D461A7C0012BF659,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,12,30155C97D461A7C0012BF686,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,29,30155C97D461A7C0012BF689,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,11,30155C97D461A7C0012BF68F,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,22,30155C97D461A7C0012BF690,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1429,23,30155C97D461A7C00214CA08,Andet
01873 Kasket I.hår m/net-hvid skyg,Misligholdt med restværdi,1,1428,7,00D0092B8DB3,Andet
01873 Kasket I.hår m/net-hvid skyg,Misligholdt med restværdi,1,1428,24,00D0092C953B,Andet
01873 Kasket I.hår m/net-hvid skyg,Misligholdt med restværdi,1,1428,18,00D009AEE4DB,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1427,26,00D009771052,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1423,22,30155C97D461A7C00214CE17,Andet
01873 Kasket I.hår m/net-hvid skyg,Alm.slid uden restværdi,1,1418,21,00D0092BAD69,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,1,30155C97D461A7C00214CCE3,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,9,30155C97D461A7C00214CD40,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,16,30155C97D461A7C00214CD48,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,4,30155C97D461A7C00214CD76,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,30,30155C97D461A7C00214CD89,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,15,30155C97D461A7C00214CD8D,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,24,30155C97D461A7C00214CD92,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,3,30155C97D461A7C00214CDA6,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,20,30155C97D461A7C00214CDDB,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,22,30155C97D461A7C00214CE15,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,25,30155C97D461A7C00214CE1E,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,13,30155C97D461A7C00214CE2C,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,6,30155C97D461A7C00214CE38,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,5,30155C97D461A7C00214CE59,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,10,30155C97D461A7C00214CE5C,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,2,30155C97D461A7C00214CE6F,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,1,30155C97D461A7C00214CE7D,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,6,30155C97D461A7C00214CE81,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,3,30155C97D461A7C00214CE87,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,14,30155C97D461A7C00214CE96,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,13,30155C97D461A7C00214CE9D,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,1,30155C97D461A7C00214CEA4,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,22,30155C97D461A7C00214CEB3,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,5,30155C97D461A7C00214CEB6,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,9,30155C97D461A7C00214CEB8,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1416,6,30155C97D461A7C00214CEBB,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1395,5,00D0092B7C50,Andet
12754 Cardigan m/kontras lady navy,Alm.slid uden restværdi,1,1393,30,30155C97D461A7C00229C859,Andet
12754 Cardigan m/kontras lady navy,Alm.slid uden restværdi,1,1393,24,30155C97D461A7C00266FFC4,Andet
25179 Pull on uni CSR dark rock,Bortkommet med restværdi,1,1383,62,30155C97D461A7C0026BB0DE,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1381,8,30155C97D461A7C00214CCD7,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1381,16,30155C97D461A7C00214CE8E,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1380,108,30155C97D461A7C002164A8F,Andet
25184 Cardigan uni grå melange,Ødelagt af lommefyld uden restværdi,1,1374,142,30155C97D461A7C0022A7E77,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1369,89,30155C97D461A7C001EE0F80,Andet
01754 Rullekrave Bluse Hvid Bomuld,Misligholdt med restværdi,1,1367,43,30155C97D461A7C00216F2D1,Andet
07044 Kasket Mdgrøn M/Net P/B,BTS fejl uden restværdi,1,1365,7,30155C97D461A7C00214C916,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1365,67,30155C97D461A7C001EE92FF,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1364,53,30155C97D461A7C001EDD8D4,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1360,51,30155C97D461A7C0023FFDB8,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1354,51,30155C97D461A7C001EE8BB5,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1353,141,30155C97D461A7C002403378,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1352,104,30155C97D461A7C0023FE585,Andet
25389 Softshell Arla grøn/gul,"Kass. af RETUR,MINIMU,afmeld",1,1341,14,30155C97D461A7C001FBEC45,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1335,80,30155C97D461A7C002403346,Andet
24616 Cardigan dame marine,Udgået Model,1,1332,5,30155C97D461A7C00203E823,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1327,77,30155C97D461A7C0023FFD68,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1318,48,30155C97D461A7C000EA8F49,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1311,19,30155C97D461A7C0010A2BBC,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1301,1,30155C97D461A7C002174655,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1301,1,30155C97D461A7C002448F91,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1301,2,30155C97D461A7C002762CE2,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1301,1,30155C97D461A7C002762D56,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1301,2,30155C97D461A7C002762D68,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1301,30,30155C97D461A7C002762DC2,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1301,1,30155C97D461A7C002762E7E,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1301,1,30155C97D461A7C00276E52B,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1293,9,00D009772751,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1292,7,30155C97D461A7C000A486B8,Andet
25389 Softshell Arla grøn/gul,Misligholdt med restværdi,1,1273,20,30155C97D461A7C001FBECFA,Andet
23188 Nederdel Cheans,Bortkommet med restværdi,1,1269,7,30155C97D461A7C000EB82CC,Andet
23188 Nederdel Cheans,Bortkommet med restværdi,1,1269,9,30155C97D461A7C000EB83FB,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1266,17,30155C97D461A7C0011A49FE,Andet
07363 Kalot Sort p/b CC,"Kass. af RETUR,MINIMU,afmeld",1,1260,39,30155C97D461A7C0013DAD96,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1255,40,30155C97D461A7C001EE8AE8,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1254,107,30155C97D461A7C0021A431E,Andet
25179 Pull on uni CSR dark rock,Bortkommet med restværdi,1,1252,76,30155C97D461A7C002164496,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1246,5,30155C97D461A7C00269261B,Andet
03359 Arb.Sko B2 M/Søm S3,"Kass. af RETUR,MINIMU,afmeld",1,1245,1,00D00AEF8E7F,Andet
09886 Kokkeja tryk k/æ bordeaux,Alm.slid uden restværdi,1,1235,27,30155C97D461A7C000C12D72,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1218,59,30155C97D461A7C0011A3E27,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1216,38,30155C97D461A7C002754872,Andet
25179 Pull on uni CSR dark rock,Bortkommet med restværdi,1,1211,112,30155C97D461A7C002334E3D,Andet
22569 Termoundertrøje zip-hals sort,Alm.slid uden restværdi,1,1191,102,30155C97D461A7C002904C16,Andet
01754 Rullekrave Bluse Hvid Bomuld,Misligholdt med restværdi,1,1186,57,30155C97D461A7C002913913,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1181,23,30155C97D461A7C0011A3ADF,Andet
13789 Softshell Tampa sort Indust,Bortkommet med restværdi,1,1177,1,30155C97D461A7C002A45463,Andet
23188 Nederdel Cheans,Bortkommet med restværdi,1,1161,4,30155C97D461A7C0010A4266,Andet
25389 Softshell Arla grøn/gul,"Kass. af RETUR,MINIMU,afmeld",1,1155,8,30155C97D461A7C00261EED3,Andet
04154 Ben Dame M/Skrål HV P/B,Alm.slid uden restværdi,1,1143,55,30155C97D461A7C0000F58CA,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1141,97,30155C97D461A7C001EE0F2D,Andet
07112 Undertrøje Højhal L.Ærm Sort,Alm.slid uden restværdi,1,1134,112,30155C97D461A7C002697792,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1129,6,30155C97D461A7C0014502BC,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1125,122,30155C97D461A7C0023F4031,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1123,2,30155C97D461A6C00012627A,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1113,22,30155C97D461A7C000F7D102,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1108,25,30155C97D461A7C0011A4605,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1098,33,30155C97D461A7C002334A60,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1097,41,30155C97D461A7C0023349AF,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1097,29,30155C97D461A7C002334AE1,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1097,43,30155C97D461A7C0023F4084,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1086,19,30155C97D461A7C0022FA168,Andet
12741 Cardigan m/kontra uni sort,Bortkommet med restværdi,1,1073,12,30155C97D461A7C002688FCB,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1072,19,00D0092C90C0,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1072,22,00D009782502,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1072,14,00D0097831E0,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1072,10,30155C97D461A7C0012BE4A2,Andet
07112 Undertrøje Højhal L.Ærm Sort,Alm.slid uden restværdi,1,1071,71,30155C97D461A7C002300890,Andet
13789 Softshell Tampa sort Indust,Alm.slid uden restværdi,1,1070,43,30155C97D461A7C002BB4330,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,1069,87,30155C97D461A7C0023F3FBA,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1063,15,30155C97D461A7C0022FA017,Andet
13789 Softshell Tampa sort Indust,Bortkommet med restværdi,1,1061,11,30155C97D461A7C002A40531,Andet
03770 Arb.Sko Air Galaxy 2XL S1,"Kass. af RETUR,MINIMU,afmeld",1,1057,1,00D00A9B754E,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1043,17,00D009771701,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1043,8,00D009772FCE,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1036,6,30155C97D461A6C00020F6EE,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1036,1,30155C97D461A7C002762E95,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1033,14,30155C97D461A7C0012BE356,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1033,20,30155C97D461A7C0012BF5A0,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1033,28,30155C97D461A7C0012BF5FD,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1029,5,30155C97D461A6C0001AF4AC,Andet
12612 Cardigan m/kontra uni mblå,Udgået Model,1,1029,3,30155C97D461A6C0001AF4DA,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1021,1,30155C97D461A7C0012BF67C,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1017,4,30155C97D461A7C0012BF5A7,Andet
07112 Undertrøje Højhal L.Ærm Sort,Alm.slid uden restværdi,1,1012,49,30155C97D461A6C00073B574,Andet
12754 Cardigan m/kontras lady navy,Alm.slid uden restværdi,1,1004,29,30155C97D461A6C000817028,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1004,51,30155C97D461A7C000F829BE,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,1003,11,30155C97D461A7C0022FB2E9,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,1002,7,30155C97D461A7C0012BE33C,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,999,18,30155C97D461A7C000F7D0BC,Andet
07112 Undertrøje Højhal L.Ærm Sort,Alm.slid uden restværdi,1,998,51,30155C97D461A6C0004A1E87,Andet
07112 Undertrøje Højhal L.Ærm Sort,Alm.slid uden restværdi,1,996,60,30155C97D461A6C0004A1E75,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,3,00D0092BA892,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,4,00D00976F2D8,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,3,00D00976FB53,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,3,00D009771461,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,9,00D009781565,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,5,30155C97D461A7C0012BE423,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,8,30155C97D461A7C0012BE486,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,3,30155C97D461A7C0012BF4FA,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,9,30155C97D461A7C0012BF527,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,9,30155C97D461A7C0012BF540,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,9,30155C97D461A7C0012BF580,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,2,30155C97D461A7C0012BF5A1,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,10,30155C97D461A7C0012BF5D1,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,3,30155C97D461A7C0012BF618,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,6,30155C97D461A7C0012BF636,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,13,30155C97D461A7C0012BF656,Andet
01873 Kasket I.hår m/net-hvid skyg,BTS fejl uden restværdi,1,995,4,30155C97D461A7C0012BF674,Andet
12754 Cardigan m/kontras lady navy,Alm.slid uden restværdi,1,992,21,30155C97D461A6C000816FEB,Andet
22318 Softshell Blackpool kl2 gu/m,"Kass. af RETUR,MINIMU,afmeld",1,980,1,30155C97D461A6C00043FC7F,Andet
23188 Nederdel Cheans,Alm.slid uden restværdi,1,979,26,30155C97D461A7C000EB825B,Andet
26539 T-shi CSR da v-hals k/æ lblå,Misligholdt med restværdi,1,968,46,30155C97D461A6C0001AF4B8,Andet
26539 T-shi CSR da v-hals k/æ lblå,Misligholdt med restværdi,1,968,56,30155C97D461A6C0001AF4BD,Andet
26539 T-shi CSR da v-hals k/æ lblå,Misligholdt med restværdi,1,968,49,30155C97D461A6C0001AF4EA,Andet
26539 T-shi CSR da v-hals k/æ lblå,Misligholdt med restværdi,1,968,49,30155C97D461A6C0001AF5DF,Andet
26539 T-shi CSR da v-hals k/æ lblå,Misligholdt med restværdi,1,968,51,30155C97D461A6C0002F9891,Andet
26539 T-shi CSR da v-hals k/æ lblå,Misligholdt med restværdi,1,968,54,30155C97D461A6C0002F991A,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,962,9,30155C97D461A7C00109BECE,Andet
13789 Softshell Tampa sort Indust,Bortkommet med restværdi,1,959,15,30155C97D461A6C00043FB70,Andet
