Produkt - Produkt,Kassationsårsag (ui),Stk. tøj per kassationsdato,Dage i cirkulation,Total antal vask,Unik Kode (ui),Måned,Vask per måned,Kategori
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2066,97,30155C97D461A7C000B114F9,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4291771539206195,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2064,88,30155C97D461A7C000B992E4,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2978294573643412,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2059,99,30155C97D461A7C000B10C8F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4636036911121906,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2057,106,30155C97D461A7C000B9938F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5686144871171608,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2051,101,30155C97D461A7C000B11138,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4989956118966359,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2051,89,30155C97D461A7C000B11455,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3208971233544613,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2042,83,30155C97D461A7C000B992ED,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.237277179236043,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2039,104,30155C97D461A7C000B10FE5,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5526042177538009,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2039,93,30155C97D461A7C000B9923F,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3883864639529182,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2038,99,30155C97D461A7C000B99263,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4786849852796862,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2038,96,30155C97D461A7C000B99352,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4338763493621198,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2037,101,30155C97D461A7C000B113EC,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.5092979872361316,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2037,82,30155C97D461A7C000B11941,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.225370643102602,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2036,92,30155C97D461A7C000908BCF,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3754813359528488,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2035,86,30155C97D461A7C000B11390,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.2864078624078625,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2034,120,30155C97D461A7C000B12FBA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.7958702064896757,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2031,76,30155C97D461A7C000B10FFA,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.139064500246184,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2031,100,30155C97D461A7C000B993B8,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.4987690792712949,T-shirt
09385 T-Shirt Hvid B/P M Arla Tryk,Alm.slid uden restværdi,1,2030,87,30155C97D461A7C000B992DE,"PLC, Product detaljeret, Aarhus, Apr. 2023.xlsx",1.3045714285714287,T-shirt
